HCH_012_046_000000	雲南《禹貢》梁州徼外。
HCH_012_046_000926	北有烏江，源出水西，與四川遵義府分界，北流至四川彭水縣，入涪陵江。
HCH_012_046_000927	西北有陸廣河，下流入於烏江，有陸廣河巡檢司。
HCH_012_046_000928	又西有宅溪。
HCH_012_046_000929	又西北有蔡家關，一名響水關，又有闊水關。
HCH_012_046_000930	貴定倚。
HCH_012_046_000931	萬曆三十六年析新貴縣及定番州地置。
HCH_012_046_000932	東有銅鼓山，有石門山。
HCH_012_046_000933	南有高連山，有南門河。
HCH_012_046_000934	又東有龍洞河，下流俱入陸廣河。
HCH_012_046_000935	開州崇禎四年十一月以副宣慰洪邊舊地置。
HCH_012_046_000936	西南距府一百二十里。
HCH_012_046_000937	廣順州本金築長官司。
HCH_012_046_000938	洪武五年三月置，屬四川行省。
HCH_012_046_000939	十年正月改安撫司。
HCH_012_046_000940	十九年十二月屬廣西。
HCH_012_046_000941	二十七年仍屬四川。
HCH_012_046_000942	二十九年屬貴州衛。
HCH_012_046_000943	正統三年八月直隸貴州布政司。
HCH_012_046_000944	成化十二年七月屬程番府。
HCH_012_046_000945	隆慶二年六月屬貴陽府。
HCH_012_046_000946	萬曆四十年置州。
HCH_012_046_000947	東南有天台山。
HCH_012_046_000948	北有天生橋。
HCH_012_046_000949	南距府一百一十里。
HCH_012_046_000950	定番州元程番武勝軍安撫司。
HCH_012_046_000951	洪武五年罷。
HCH_012_046_000952	成化十二年七月置程番府，領金築安撫司，上馬橋、大龍番、小龍番、程番、方番、韋番、臥龍番、洪番、小程番、盧番、羅番、金石番、盧山、木瓜、大華、麻響十六長官司。
HCH_012_046_000953	隆慶二年六月移府入布政司城。
HCH_012_046_000954	萬曆十四年三月置州。
HCH_012_046_000955	距府八十五里，領長官司十六：程番長官司倚。
HCH_012_046_000956	洪武五年三月置，屬貴州衛。
HCH_012_046_000957	正統三年八月屬貴州宣慰司。
HCH_012_046_000958	成化十二年七月屬程番府。
HCH_012_046_000959	萬曆十四年三月屬州。
HCH_012_046_000960	北有青巖。
HCH_012_046_000961	南有都泥江，源出州西北亂山中，曰濛潭，經司南，州境之水皆流合焉，入廣西南丹州界。
HCH_012_046_000962	下十二司所屬倣此。
HCH_012_046_000963	小程番長官司州西北。
HCH_012_046_000964	元小程番安撫司。
HCH_012_046_000965	洪武六年正月改置。
HCH_012_046_000966	上馬橋長官司州西北。
HCH_012_046_000967	洪武十五年六月置。
HCH_012_046_000968	盧番長官司州北。
HCH_012_046_000969	元盧番靜海軍安撫司。
HCH_012_046_000970	洪武六年正月改置，省元盧番蠻夷軍民長官司入焉。
HCH_012_046_000971	韋番長官司州南。
HCH_012_046_000972	元韋番蠻夷長官司。
HCH_012_046_000973	洪武十五年六月改置。
HCH_012_046_000974	方番長官司州南。
HCH_012_046_000975	元方番河中府安撫司。
HCH_012_046_000976	洪武五年改置。
HCH_012_046_000977	洪番長官司州西。
HCH_012_046_000978	元洪番永盛軍安撫司。
HCH_012_046_000979	洪武六年正月改置。
HCH_012_046_000980	臥龍番長官司州南。
HCH_012_046_000981	元臥龍番南寧州安撫司。
HCH_012_046_000982	洪武五年改置。
HCH_012_046_000983	小龍番長官司州東南。
HCH_012_046_000984	元小龍番靜蠻軍安撫司。
HCH_012_046_000985	洪武六年正月改置。
HCH_012_046_000986	大龍番長官司州東南。
HCH_012_046_000987	元大龍番應天府安撫司。
HCH_012_046_000988	洪武五年改置。
HCH_012_046_000989	金石番長官司州東。
HCH_012_046_000990	元金石番太平軍安撫司。
HCH_012_046_000991	洪武五年改置。
HCH_012_046_000992	羅番長官司州南。
HCH_012_046_000993	元羅番大龍遏蠻軍安撫司。
HCH_012_046_000994	洪武五年改置。
HCH_012_046_000995	盧山長官司州南。
HCH_012_046_000996	元盧山等處蠻夷軍安撫司。
HCH_012_046_000997	洪武六年正月改置。
HCH_012_046_000998	木瓜長官司元木瓜等處蠻夷軍民長官司。
HCH_012_046_000999	洪武五年改置，屬貴州衛。
HCH_012_046_001000	正統三年八月屬金築安撫司。
HCH_012_046_001001	成化十二年七月，屬程番府。
HCH_012_046_001002	萬曆十四年三月屬州。
HCH_012_046_001003	下二司仿此。
HCH_012_046_001004	麻響長官司洪武七年六月置。
HCH_012_046_001005	大華長官司洪武七年六月置。
HCH_012_046_001006	貴州宣慰使司元改順元路軍民安撫司置，屬湖廣行省。
HCH_012_046_001007	洪武五年正月屬四川行省。
HCH_012_046_001008	九年六月屬四川布政司。
HCH_012_046_001009	永樂十一年二月來屬。
HCH_012_046_001010	有沙溪、的澄河二巡檢司。
HCH_012_046_001011	又有黃沙渡、龍谷二土巡檢司。
HCH_012_046_001012	領長官司七：水東長官司宣慰司北。
HCH_012_046_001013	元水東寨長官司。
HCH_012_046_001014	洪武五年改置，後廢。
HCH_012_046_001015	永樂元年六月置，屬都司，後來屬。
HCH_012_046_001016	中曹蠻夷長官司宣慰司東南。
HCH_012_046_001017	元中曹白納等處長官司，屬管番民總管。
HCH_012_046_001018	洪武五年改置，來屬。
HCH_012_046_001019	龍裏長官司宣慰司東南。
HCH_012_046_001020	元龍裏等寨長官司，屬管番民總管。
HCH_012_046_001021	洪武五年改置，來屬。
HCH_012_046_001022	白納長官司宣慰司東南。
HCH_012_046_001023	元茶山白納等處長官司。
HCH_012_046_001024	洪武五年併入中曹司。
HCH_012_046_001025	永樂四年五月置，來屬。
HCH_012_046_001026	底寨長官司宣慰司北。
HCH_012_046_001027	元底寨等處長官司。
HCH_012_046_001028	洪武五年改置。
HCH_012_046_001029	乖西蠻夷長官司宣慰司東北。
HCH_012_046_001030	元乖西軍民府，屬管番民總管。
HCH_012_046_001031	洪武五年改置，後廢。
HCH_012_046_001032	永樂元年六月復置，屬都司，後來屬。
HCH_012_046_001033	養龍坑長官司宣慰司北。
HCH_012_046_001034	元養龍坑宿徵等處長官司。
HCH_012_046_001035	洪武五年改置。
HCH_012_046_001036	安順軍民府元安順州，屬普定路。
HCH_012_046_001037	洪武十五年三月屬普定府。
HCH_012_046_001038	十八年直隸雲南布政司。
HCH_012_046_001039	二十五年八月屬四川普定衛。
HCH_012_046_001040	正統三年八月直隸貴州布政司。
HCH_012_046_001041	成化中，徙州治普定衛城。
HCH_012_046_001042	萬曆三十年九月升安順軍民府。
HCH_012_046_001043	普定衛舊在州西北，洪武十五年正月置，屬四川都司。
HCH_012_046_001044	三月升軍民指揮使司，正統三年改屬貴州都司。
HCH_012_046_001045	成化中，州自衛東南來同治。
HCH_012_046_001046	西北有舊坡山，兩峯相對，中有石關。
HCH_012_046_001047	東有巖孔山。
HCH_012_046_001048	北有歡喜嶺，又有思臘河，接水西界。
HCH_012_046_001049	西南有北盤江，自雲南沾益州流入。
HCH_012_046_001050	東南有九溪河。
HCH_012_046_001051	又東有元普定路，屬雲南行省，洪武十五年三月爲府，屬雲南布政司，尋並軍民府，改屬四川布政司，十八年七月廢。
HCH_012_046_001052	領州三，長官司六。
HCH_012_046_001053	東距布政司百五十里。
HCH_012_046_001054	寧谷寨長官司府西南。
HCH_012_046_001055	洪武十九年置，屬安順州。
HCH_012_046_001056	二十五年八月屬普定衛。
HCH_012_046_001057	正統三年八月仍來屬。
HCH_012_046_001058	下仿此。
HCH_012_046_001059	東南有乾海子。
HCH_012_046_001060	西堡長官司府西北。
HCH_012_046_001061	建置所屬同上。
HCH_012_046_001062	北有浪伏山，元置習安州於山下，屬普定路，洪武十五年三月屬普定府，後廢。
HCH_012_046_001063	又北有白石巖。
HCH_012_046_001064	東南有楚油洞山。
HCH_012_046_001065	北有谷龍河，下流合烏江。
HCH_012_046_001066	鎮寧州元至正十一年四月以火烘夷地置，屬普定路。
HCH_012_046_001067	洪武十五年三月屬普定府。
HCH_012_046_001068	二十五年八月屬普定衛，後僑治衛城。
HCH_012_046_001069	正統三年八月直隸貴州布政司。
HCH_012_046_001070	嘉靖十一年六月徙州治安莊衛城。
HCH_012_046_001071	萬曆三十年九月屬府。
HCH_012_046_001072	安莊衛舊在州西，洪武二十三年五月置，屬貴州都司。
HCH_012_046_001073	萬曆三十五年九月，州自衛東來同治。
HCH_012_046_001074	南有白水河，又有烏泥江，即都泥江，源出山箐中，東南流，入金築安撫司境。
HCH_012_046_001075	東距府五十五里。
HCH_012_046_001076	領長官司二：十二營長官司州北。
HCH_012_046_001077	洪武十九年置，屬安順州。
HCH_012_046_001078	二十五年八月屬普定衛。
HCH_012_046_001079	正統三年八月來屬。
HCH_012_046_001080	下仿此。
HCH_012_046_001081	東北有天生橋，又有公具河。
HCH_012_046_001082	北有阿破河。
HCH_012_046_001083	康佐長官司州東。
HCH_012_046_001084	建置所屬同上。
HCH_012_046_001085	永寧州元以打罕夷地置，屬普定路。
HCH_012_046_001086	洪武十五年三月屬普定府。
HCH_012_046_001087	二十五年八月屬普定衛，後僑治衛城。
HCH_012_046_001088	正統三年八月直隸貴州布政司。
HCH_012_046_001089	嘉靖十一年三月徙州治關索嶺守禦千戶所城。
HCH_012_046_001090	萬曆三十年九月屬府。
HCH_012_046_001091	關索所舊在州西南，洪武二十五年置，屬安莊衛。
HCH_012_046_001092	萬曆三十年九月，州自所東北來同治。
HCH_012_046_001093	西北有紅崖山。
HCH_012_046_001094	西有北盤江，自普安州流入，有盤江河巡檢司。
HCH_012_046_001095	東北距府一百二十里。
HCH_012_046_001096	領長官司二：慕役長官司州西。
HCH_012_046_001097	洪武十九年置，屬安順州。
HCH_012_046_001098	二十五年八月屬普定衛。
HCH_012_046_001099	正統三年八月來屬。
HCH_012_046_001100	下仿此。
HCH_012_046_001101	北有安籠箐山。
HCH_012_046_001102	西北有象鼻嶺。
HCH_012_046_001103	東有北盤江，與永寧州分界，東南流，南盤江自雲南羅平州來合焉，又南入廣西泗城州界。
HCH_012_046_001104	頂營長官司州北。
HCH_012_046_001105	洪武四年置，所屬同上。
HCH_012_046_001106	東有關索嶺。
HCH_012_046_001107	西有盤江。
HCH_012_046_001108	普安州本貢寧安撫司。
HCH_012_046_001109	建文中置，屬普安軍民府。
HCH_012_046_001110	永樂元年正月改普安安撫司，屬四川布政司。
HCH_012_046_001111	十三年十二月改爲州，直隸貴州布政司。
HCH_012_046_001112	萬曆十四年二月徙治普安衛城。
HCH_012_046_001113	三十年九月屬府。
HCH_012_046_001114	普安衛舊在州南，洪武十五年正月置，屬雲南都司，後改屬貴州都司。
HCH_012_046_001115	二十二年三月升軍民指揮使司。
HCH_012_046_001116	萬曆十四年二月，州自衛北來同治。
HCH_012_046_001117	東有八部山，元普安路治山下，屬雲南行省，洪武十五年三月爲府，屬雲南布政司，尋升軍民府，二十七年四月改屬四川，永樂後廢。
HCH_012_046_001118	東北有格孤山。
HCH_012_046_001119	又西北有番納牟山，一名雲南坡。
HCH_012_046_001120	又東南有得都山，一名白崖，產雄黃水銀。
HCH_012_046_001121	又東有盤江。
HCH_012_046_001122	東南有者卜河，下流入於盤江。
HCH_012_046_001123	東有芭蕉關。
HCH_012_046_001124	西有分水嶺關。
HCH_012_046_001125	東南有安籠箐關。
HCH_012_046_001126	又西南有樂民守禦千戶所，西有平夷守禦千戶所，俱洪武二十二年置，又東南有安南守禦千戶所，又有安籠守禦千戶所，俱洪武二十三年置，皆屬普安衛。
HCH_012_046_001127	正統十年四月徙安南所於羅渭江。
HCH_012_046_001128	東北距府三百三十五里。
HCH_012_046_001129	都勻府本都勻安撫司。
HCH_012_046_001130	洪武十九年十二月置。
HCH_012_046_001131	二十三年十月改都勻衛，屬貴州都司。
HCH_012_046_001132	二十九年四月升軍民指揮使司，屬四川布政司。
HCH_012_046_001133	永樂十七年仍屬貴州都司。
HCH_012_046_001134	弘治七年五月置都勻府於衛城。
HCH_012_046_001135	西有龍山。
HCH_012_046_001136	南有獨山鎮巡檢司。
HCH_012_046_001137	北有平定關，西有威鎮關，俱洪武二十四年置。
HCH_012_046_001138	領州二，縣一，長官司八。
HCH_012_046_001139	西北距布政司二百六十里。
HCH_012_046_001140	都勻長官司府南。
HCH_012_046_001141	元上都勻等處軍民長官司。
HCH_012_046_001142	洪武十六年更名。
HCH_012_046_001143	南有都勻河，亦名馬尾河。
HCH_012_046_001144	邦水長官司府西。
HCH_012_046_001145	元中都雲板水等處軍民長官司，屬管番民總管。
HCH_012_046_001146	洪武十六年更名。
HCH_012_046_001147	邦水河在東南，本名扳河，即都勻河上源。
HCH_012_046_001148	平浪長官司府西。
HCH_012_046_001149	洪武十六年置。
HCH_012_046_001150	西南有凱陽山，上有滅苗鎮，即故凱口囤。
HCH_012_046_001151	東南有麥衝河。
HCH_012_046_001152	平洲六洞長官司府西南。
HCH_012_046_001153	洪武十六年置。
HCH_012_046_001154	西南有六洞山。
HCH_012_046_001155	南有平洲河，中有沙洲。
HCH_012_046_001156	麻哈州本麻哈長官司。
HCH_012_046_001157	洪武十六年置，屬平越衛。
HCH_012_046_001158	弘治七年五月升爲州，來屬。
HCH_012_046_001159	南有麻哈江，即邦水河之上源。
HCH_012_046_001160	南距府六十里。
HCH_012_046_001161	領長官司二。
HCH_012_046_001162	樂平長官司州西北。
HCH_012_046_001163	洪武二十四年五月置，屬雲南，後屬平越衛。
HCH_012_046_001164	弘治七年五月來屬。
HCH_012_046_001165	東北有馬場山。
HCH_012_046_001166	南有樂平溪。
HCH_012_046_001167	平定長官司州西北。
HCH_012_046_001168	洪武二十二年置，屬平越衛。
HCH_012_046_001169	三十年屬清平衛。
HCH_012_046_001170	弘治七年五月來屬。
HCH_012_046_001171	東有山江河。
HCH_012_046_001172	獨山州本九名九姓獨山州長官司。
HCH_012_046_001173	洪武十六年置，屬都勻衛。
HCH_012_046_001174	弘治七年五月升爲獨山州，屬府。
HCH_012_046_001175	南有獨山，有獨山江，即都勻河下流，南入廣西天河縣界，爲龍江。
HCH_012_046_001176	北距府百五十里。
HCH_012_046_001177	領縣一，長官司二：清平府北。
HCH_012_046_001178	本清平長官司，洪武二十二年置，屬平越衛。
HCH_012_046_001179	三十年屬清平衛。
HCH_012_046_001180	弘治七年五月改爲縣，屬麻哈州，後來屬。
HCH_012_046_001181	東有香爐山，嘉靖十二年四月徙清平衛中左所於此。
HCH_012_046_001182	北有云溪洞。
HCH_012_046_001183	南有木級坡。
HCH_012_046_001184	又東有山江河，源出香爐山，有舟溪江流合焉，亦都勻河上源。
HCH_012_046_001185	又南有雞場關，北有羅衝關，俱洪武二十五年置。
HCH_012_046_001186	又東北有黎樹等寨。
HCH_012_046_001187	合江洲陳蒙爛土長官司州東。
HCH_012_046_001188	洪武十六年置，屬都勻衛。
HCH_012_046_001189	弘治七年五月屬州。
HCH_012_046_001190	東南有梅花洞。
HCH_012_046_001191	豐寧長官司州西南。
HCH_012_046_001192	洪武二十三年置，屬都勻衛。
HCH_012_046_001193	弘治七年五月屬州。
HCH_012_046_001194	西南有行郎山。
HCH_012_046_001195	平越軍民府元平月長官司。
HCH_012_046_001196	洪武十四年置平越守禦千戶所。
HCH_012_046_001197	十五年閏二月改爲平越衛。
HCH_012_046_001198	十七年二月升軍民指揮使司。
HCH_012_046_001199	領長官司五，屬四川布政司，尋屬貴州都司。
HCH_012_046_001200	萬曆二十九年四月置平越軍民府於衛城，以播州地益之，屬貴州布政司。
HCH_012_046_001201	東有峨黎山，又有七盤坡。
HCH_012_046_001202	東南有麻哈江，其上源即黃平州之兩岔江。
HCH_012_046_001203	南有馬場江，又有羊場河，俱東入於麻哈江。
HCH_012_046_001204	南有武勝關。
HCH_012_046_001205	西南有通津關。
HCH_012_046_001206	東南有羊場關。
HCH_012_046_001207	領衛二，州一，縣三，長官司二。
HCH_012_046_001208	西距布政司百八十里。
HCH_012_046_001209	清平衛洪武二十三年六月置，屬貴州都司。
HCH_012_046_001210	萬曆二十九年來屬。
HCH_012_046_001211	衛治在清平縣北一里。
HCH_012_046_001212	西南距府六十里。
HCH_012_046_001213	興隆衛洪武二十二年六月置，屬貴州都司。
HCH_012_046_001214	萬曆二十九年來屬。
HCH_012_046_001215	北有龍巖山，亦名龍洞山。
HCH_012_046_001216	又有截洞，其深險。
HCH_012_046_001217	東有飛雲巖。
HCH_012_046_001218	西南距府百二十里。
HCH_012_046_001219	黃平州本黃平安撫司。
HCH_012_046_001220	洪武七年十一月置，屬播州宣慰司。
HCH_012_046_001221	萬曆二十九年四月改爲州，來屬。
HCH_012_046_001222	東有七里谷。
HCH_012_046_001223	西南有兩岔江，以兩源合流而名。
HCH_012_046_001224	又東有冷水河。
HCH_012_046_001225	西北有黃平守禦千戶所，洪武十一年正月置，十五年正月改爲衛，閏二月仍爲千戶所。
HCH_012_046_001226	南距府三十里。
HCH_012_046_001227	餘慶州西。
HCH_012_046_001228	本餘慶長官司，洪武十七年置，屬播州宣慰司。
HCH_012_046_001229	萬曆二十九年六月改爲縣，來屬。
HCH_012_046_001230	東有白泥長官司，亦洪武十七年置，屬播州宣衛司，萬曆二十九年四月省入餘慶縣。
HCH_012_046_001231	南有小烏江，下流入於烏江。
HCH_012_046_001232	東南有白泥河，下流合於思南河。
HCH_012_046_001233	又有走馬坪寨，嘉靖三十四年置。
HCH_012_046_001234	甕安州西北。
HCH_012_046_001235	本甕水安撫司，洪武初置。
HCH_012_046_001236	萬曆二十九年四月改爲縣，來屬。
HCH_012_046_001237	東有草塘安撫司，洪武十七年六月置，又有重安長官司，永樂四年九月置，俱屬播州宣慰司，萬曆二十九年四月俱省入甕安縣。
HCH_012_046_001238	東南有萬丈山。
HCH_012_046_001239	西有烏江，縣境諸山溪之水皆流合焉。
HCH_012_046_001240	又有黃灘關。
HCH_012_046_001241	東北有飛練堡，有天邦囤，西有西坪等寨。
HCH_012_046_001242	湄潭州北。
HCH_012_046_001243	萬曆二十九年四月以播州湄潭地置。
HCH_012_046_001244	西有容山長官司，洪武中置，屬播州宣慰司。
HCH_012_046_001245	萬曆二十九年省入湄潭縣。
HCH_012_046_001246	南有湄潭水，又西有三江水，下流俱入於烏江。
HCH_012_046_001247	凱里長官司府東北。
HCH_012_046_001248	本凱里安撫司，嘉靖八年二月分播州宣慰司地置，屬清平衛。
HCH_012_046_001249	萬曆二十九年來屬。
HCH_012_046_001250	三十五年六月改爲長官司。
HCH_012_046_001251	楊義長官司府東南。
HCH_012_046_001252	洪武初置，屬平越衛。
HCH_012_046_001253	萬曆二十九年屬府。
HCH_012_046_001254	西有杉木箐山。
HCH_012_046_001255	又有清水江，上流自新添衛流入，經城西，又名皮隴江，北經乖西、巴香諸苗界，而入烏江。
HCH_012_046_001256	黎平府本思州宣慰司地。
HCH_012_046_001257	洪武十八年正月置五開衛，屬湖廣都司，後廢。
HCH_012_046_001258	三十五年十一月復置。
HCH_012_046_001259	永樂十一年二月置黎平府於衛城，屬貴州布政司。
HCH_012_046_001260	弘治十年徙府治衛南。
HCH_012_046_001261	萬曆二十九年十一月改府屬湖廣。
HCH_012_046_001262	三十一年四月還屬貴州。
HCH_012_046_001263	南有寶帶山。
HCH_012_046_001264	東有摩天嶺。
HCH_012_046_001265	東北有銅鼓巖。
HCH_012_046_001266	西有新化江。
HCH_012_046_001267	又有福祿江，其上源爲古州江，下流入廣西懷遠縣境。
HCH_012_046_001268	西南有黎平守禦千戶所，洪武二十一年九月置，屬五開衛。
HCH_012_046_001269	領縣一，長官司十三。
HCH_012_046_001270	西距布政司六百三十里。
HCH_012_046_001271	永從府南。
HCH_012_046_001272	本元福祿永從軍民長官司。
HCH_012_046_001273	洪武中改置福祿永從蠻夷長官司，後廢。
HCH_012_046_001274	永樂元年正月復置，屬貴州衛。
HCH_012_046_001275	十二年三月來屬。
HCH_012_046_001276	正統六年九月改爲縣。
HCH_012_046_001277	南有福祿江，有彩江流合焉。
HCH_012_046_001278	又有永從溪。
HCH_012_046_001279	潭溪蠻夷長官司府東南。
HCH_012_046_001280	元潭溪長官司。
HCH_012_046_001281	洪武三年正月改置，屬湖廣辰州衛。
HCH_012_046_001282	三月改屬湖廣靖州衛，後廢。
HCH_012_046_001283	永樂元年正月復置，屬貴州衛。
HCH_012_046_001284	十二年三月來屬。
HCH_012_046_001285	西南有銅關鐵寨山。
HCH_012_046_001286	南有潭溪。
HCH_012_046_001287	八舟蠻夷長官司府北。
HCH_012_046_001288	元八舟軍民長官司。
HCH_012_046_001289	洪武五年改置，後廢。
HCH_012_046_001290	永樂元年正月復置，屬貴州衛。
HCH_012_046_001291	十二年三月來屬。
HCH_012_046_001292	西南有八舟江，源自府城，西爲三十里江，北流經此，又東北爲新化江。
HCH_012_046_001293	洪舟泊裏蠻夷長官司府東南。
HCH_012_046_001294	元洪舟泊裏軍民長官司。
HCH_012_046_001295	洪武初改置，後廢。
HCH_012_046_001296	永樂元年正月復置，屬貴州衛。
HCH_012_046_001297	十三年三月來屬。
HCH_012_046_001298	北有洪舟江，下流合於湖廣靖州之渠河。
HCH_012_046_001299	西南有中潮守禦千戶所，洪武二十一年九月置，屬五開衛。
HCH_012_046_001300	曹滴洞蠻夷長官司府西北。
HCH_012_046_001301	元曹滴等洞軍民長官司。
HCH_012_046_001302	洪武初改置，後廢。
HCH_012_046_001303	永樂元年正月復置，屬貴州衛。
HCH_012_046_001304	十二年三月來屬。
HCH_012_046_001305	西南有容江，源出苗地，北流入福祿江。
HCH_012_046_001306	古州蠻夷長官司府西北。
HCH_012_046_001307	元古州八萬洞軍民長官司。
HCH_012_046_001308	洪武三年正月改置，屬湖廣辰州衛。
HCH_012_046_001309	三月改屬湖廣靖州衛，後廢。
HCH_012_046_001310	永樂元年正月復置，屬貴州衛。
HCH_012_046_001311	十二年三月來屬。
HCH_012_046_001312	有古州衛，洪武二十六年置，尋廢。
HCH_012_046_001313	東北有古州江。
HCH_012_046_001314	西山陽洞蠻夷長官司府西南。
HCH_012_046_001315	洪武初置，後廢。
HCH_012_046_001316	永樂元年正月復置，屬貴州衛。
HCH_012_046_001317	十二年三月來屬。
HCH_012_046_001318	西北有大巖山，大巖江出焉，東南入於福祿江。
HCH_012_046_001319	新化蠻夷長官司府東北。
HCH_012_046_001320	元新化長官司。
HCH_012_046_001321	洪武三年正月改置，屬湖廣辰州衛，三月改屬湖廣靖州衛，後廢。
HCH_012_046_001322	永樂元年正月復置，屬貴州衛。
HCH_012_046_001323	十一年二月置新化府於此，領湖耳、亮寨、歐陽、新化、中林驗洞、龍裏六蠻夷長官司，赤溪湳洞長官司。
HCH_012_046_001324	宣德九年十一月府廢，以所領俱屬黎平府。
HCH_012_046_001325	西有六疊山。
HCH_012_046_001326	東南有新化江，又西北合於清水江。
HCH_012_046_001327	又東有新化亮寨守禦千戶所，洪武二十一年九月置，西南有新化屯千戶所，洪武二十五年置，俱屬五開衛。
HCH_012_046_001328	湖耳蠻夷長官司府東北。
HCH_012_046_001329	元湖耳洞長官司。
HCH_012_046_001330	洪武三年正月改置，屬湖廣辰州衛。
HCH_012_046_001331	三月改屬湖廣靖州衛，後廢。
HCH_012_046_001332	永樂元年正月復置，屬貴州衛。
HCH_012_046_001333	十二年三月屬新化府，府廢來屬。
HCH_012_046_001334	西有銅鼓衛，本銅鼓守禦千戶所，洪武二十一年九月置，屬五開衛，三十年改所爲衛，屬湖廣都司，後二年廢，三十五年十一月復置，屬湖廣都司。
HCH_012_046_001335	亮寨蠻夷長官司府東北。
HCH_012_046_001336	本八萬亮寨蠻夷長官司。
HCH_012_046_001337	洪武三年正月置，屬湖廣辰州衛。
HCH_012_046_001338	三月屬湖廣靖州衛，後廢。
HCH_012_046_001339	永樂元年正月復置，改名，屬貴州衛。
HCH_012_046_001340	十二年三月屬新化府，府廢來屬。
HCH_012_046_001341	歐陽蠻夷長官司府東北。
HCH_012_046_001342	元歐陽寨長官司。
HCH_012_046_001343	洪武三年正月改置，屬湖廣辰州衛。
HCH_012_046_001344	三月改屬湖廣靖州衛，後廢。
HCH_012_046_001345	永樂元年正月復置，屬貴州衛。
HCH_012_046_001346	十二年三月屬新化府，府廢來屬。
HCH_012_046_001347	中林驗洞蠻夷長官司府北。
HCH_012_046_001348	洪武初置，後廢。
HCH_012_046_001349	永樂元年正月復置。
HCH_012_046_001350	十二年三月屬新化府，府廢來屬。
HCH_012_046_001351	下二司仿此。
HCH_012_046_001352	赤溪湳洞蠻夷長官司府東北。
HCH_012_046_001353	龍裏蠻夷長官司府北。
HCH_012_046_001354	南有龍裏守禦千戶所，洪武二十五年置，屬五開衛。
HCH_012_046_001355	思南府元思南宣慰司，屬湖廣行省。
HCH_012_046_001356	洪武四年改屬四川。
HCH_012_046_001357	六年十二月升爲思南道宣慰使司，仍屬湖廣。
HCH_012_046_001358	永樂十一年二月改爲府，屬貴州布政司。
HCH_012_046_001359	隆慶四年三月徙治平溪衛。
HCH_012_046_001360	尋復故。
HCH_012_046_001361	有都儒、五堡、二坑等處巡檢司。
HCH_012_046_001362	又有覃韓偏力水土巡檢司。
HCH_012_046_001363	又有板橋巡檢司，舊屬石阡府，後來屬。
HCH_012_046_001364	領縣三，長官司三。
HCH_012_046_001365	西南距布政司六百二十里。
HCH_012_046_001366	安化倚。
HCH_012_046_001367	本水犄姜長官司，元屬思州安撫司。
HCH_012_046_001368	洪武初，改曰水德江，屬思南宣慰司。
HCH_012_046_001369	永樂十二年三月屬府。
HCH_012_046_001370	萬曆三十三年改置安化縣。
HCH_012_046_001371	西南有崖門山。
HCH_012_046_001372	南有萬勝山。
HCH_012_046_001373	又有烏江，自石阡府流入，經城西鮎魚峽北，入四川彭水縣界，合涪陵江。
HCH_012_046_001374	東南有水德江，即烏江之分流，又有思印江流合焉，下流亦入於涪陵江。
HCH_012_046_001375	舊有洪安、化濟二長官司，屬思南宣慰司，洪武二十六年五月省。
HCH_012_046_001376	東有水勝關。
HCH_012_046_001377	南有武勝關。
HCH_012_046_001378	北有太平關。
HCH_012_046_001379	蠻夷長官司倚。
HCH_012_046_001380	洪武十年十月置，屬思南宣慰司。
HCH_012_046_001381	永樂十二年三月屬府。
HCH_012_046_001382	婺川府北。
HCH_012_046_001383	元屬思州安撫司。
HCH_012_046_001384	洪武五年屬鎮遠州。
HCH_012_046_001385	十七年後仍屬思州。
HCH_012_046_001386	永樂十二年三月來屬。
HCH_012_046_001387	東有河只水，又有羅多水，下流俱注於水德江。
HCH_012_046_001388	印江府東。
HCH_012_046_001389	本思印江長官司，元屬思南宣慰司。
HCH_012_046_001390	永樂十二年三月屬府。
HCH_012_046_001391	弘治七年六月改爲印江縣。
HCH_012_046_001392	沿河祐溪長官司府東北。
HCH_012_046_001393	洪武七年十月置，屬思南宣慰司。
HCH_012_046_001394	永樂十二年三月屬府。
HCH_012_046_001395	朗溪蠻夷長官司府東。
HCH_012_046_001396	洪武七年十月置，屬思南宣慰司。
HCH_012_046_001397	永樂十二年三月屬烏羅府。
HCH_012_046_001398	正統三年五月，府廢，來屬。
HCH_012_046_001399	有厥溪蠻夷長官司，亦洪武七年十月置，尋廢。
HCH_012_046_001400	思州府元思州宣慰司。
HCH_012_046_001401	永樂十一年二月改爲府，屬貴州布政司。
HCH_012_046_001402	領長官司四。
HCH_012_046_001403	西距布政司七百五十里。
HCH_012_046_001404	都坪峨異溪蠻夷長官司倚。
HCH_012_046_001405	洪武六年置，二十五年省。
HCH_012_046_001406	永樂十二年三月復置。
HCH_012_046_001407	南有峨山。
HCH_012_046_001408	西北有江頭山。
HCH_012_046_001409	東有異溪。
HCH_012_046_001410	東北有平溪，上有關，洪武二十二年三月置平溪衛於此，屬湖廣都司，萬曆二十九年十一月改屬貴州，三十一年四月還屬湖廣。
HCH_012_046_001411	又有鮎魚關。
HCH_012_046_001412	南有黃土關。
HCH_012_046_001413	又東北有晃州驛，路出湖廣沅州。
HCH_012_046_001414	都素蠻夷長官司府西。
HCH_012_046_001415	永樂十二年三月置，屬府。
HCH_012_046_001416	施溪長官司府北。
HCH_012_046_001417	元施溪樣頭長官司。
